ID	loyaltyVirtue_base	authorityVice_base	loyaltyVice_base	fairnessVice_base	careVirtue_base	authorityVirtue_base	sancityVice_base	sancityVirtue_base	careVice_base	fairnessVirtue_base
0	0.24148073777123674	0.27167182719362504	0.26236929151400135	0.3030820188366578	0.2785733662150148	0.30511579330014443	0.13482759715053994	0.2086350019866864	0.33150603310727184	0.26749930303246755
1	0.17212169099400174	0.16210556453981462	0.1258715538908331	0.17973422728252111	0.1911343670194941	0.14933528259019072	0.07907169352062218	0.15673035927695628	0.25120666197059066	0.16858939162810696
2	0.31339328072311623	0.2583327689997777	0.25631690230161397	0.2804580153879898	0.22178014075432878	0.2639389440247252	0.1361549723439588	0.2361175521208287	0.23872158749235933	0.29383341934326174
3	0.19740410075723272	0.27032875488292923	0.2745582992911969	0.31827754702295596	0.19404985513000503	0.2468911037787875	0.14828456719448305	0.19438126515907586	0.2597136207621141	0.2617497038673207
4	0.21128705859525976	0.24384492554801995	0.2119755938132336	0.26202913918078946	0.20423692800772508	0.18709644430469785	0.09050187356090011	0.1211374852132522	0.2758667252209579	0.15927752864193825
5	0.3493268149734148	0.26064063212596456	0.3104511281140379	0.25879714923402614	0.3847470400085092	0.3235974009253249	0.13048592714325424	0.2662921821764481	0.27845368091889294	0.2586891525742454
6	0.28881850203117543	0.20856011988831827	0.18714797145918	0.2652981979886348	0.2687682602089231	0.27607772442336076	0.1448676514512144	0.26190639577439356	0.27063335804305977	0.2438644427903936
7	0.24373420481391295	0.1306772064766636	0.14103311828723653	0.23715431302969806	0.27501668946861174	0.2820237161744236	0.1283228447206359	0.17554322032551142	0.19110960588001225	0.18910253719885184
8	0.21737893977292777	0.14557854643503718	0.10395359550740339	0.1871439378848008	0.22551577512956666	0.254305033302062	0.048578397753736166	0.18352337164542606	0.2534872196032499	0.23164403616648835
9	0.1992015350643183	0.1808088180040677	0.14333152193555113	0.2304127528456826	0.16781887729932282	0.28302829472829066	0.06452207580863946	0.13952039246938822	0.2289800059618542	0.2302828827740134
